contract_id,vendor,agency,first_item_date,original_approved_usd,total_approved_usd,growth_usd,growth_pct,n_changes,months_to_first_change
P00B1600011,n 3 technologies,MDL,2020-09-02,261000.0,261000.0,0.0,0.0,0,
H00P0600964,periscope,DGS,2020-01-08,260375.0,260375.0,0.0,0.0,0,
W00B1600058,nichevision forensics,MSP,2021-05-05,257800.0,257800.0,0.0,0.0,0,
R00R0600952,applied technology services,EDUC,2021-06-02,250000.0,250000.0,0.0,0.0,0,
J05B3600001,penta,DOT/MTA,2022-10-26,247132.0,247132.0,0.0,0.0,0,
P219005,northern defense industries,DOT/MPA,2018-12-19,244095.0,244095.0,0.0,0.0,0,
J02P9400028,streetlight data,DOT/SHA,2019-09-04,236137.0,236137.0,0.0,0.0,0,
R00B7400002,alverest,EDUC,2016-06-22,236000.0,236000.0,0.0,0.0,0,
Q00B0600023,ca d b a ca technologies,PS,2019-09-18,231600.0,231600.0,0.0,0.0,0,
J04B2600008,wausau financial systems,DOT/MVA,2022-08-31,226355.0,226355.0,0.0,0.0,0,
J01B9400002,cision us,DOT,2018-07-19,220764.0,220764.0,0.0,0.0,0,
J01B3600004,west publishing,DOT/MTA,2022-08-31,216266.0,216266.0,0.0,0.0,0,
R62B6400001,gold bridge partners,MHEC,2017-07-05,214550.0,214550.0,0.0,0.0,0,
R11B9400001,keystone systems,MSL,2018-12-19,210705.0,210705.0,0.0,0.0,0,
M00B0600219,advance metrics,DIT,2019-12-04,210000.0,210000.0,0.0,0.0,0,
R00B6400080,prosys information systems,EDUC,2016-03-09,207486.0,207486.0,0.0,0.0,0,
J05B1600016,ms technologies,DOT/MTA,2021-07-07,198742.0,198742.0,0.0,0.0,0,
R00B8400014,apex learning,EDUC,2018-07-19,198100.0,198100.0,0.0,0.0,0,
D40B1600002,blackbaud,VARIOUS,2021-06-02,194995.0,194995.0,0.0,0.0,0,
J01B2600021,infor us,DOT,2022-04-06,194512.0,194512.0,0.0,0.0,0,
E00B2600006,infor us,COMP,2021-10-06,193861.0,193861.0,0.0,0.0,0,
E00B3600024,ibm,COMP,2022-12-21,183864.0,183864.0,0.0,0.0,0,
S00B7400020,emphasys software,HCD,2017-01-04,183790.0,183790.0,0.0,0.0,0,
D40B8400002,blackbaud,OFCPLAN,2018-06-20,181952.0,181952.0,0.0,0.0,0,
E00B7400001,sas institute,COMP,2016-05-25,181896.0,181896.0,0.0,0.0,0,
E00B3600003,fairfax imaging,COMP,2022-07-27,180414.0,180414.0,0.0,0.0,0,
D38B6400004,elections systems and software,ELECTLAW,2016-01-06,178050.0,178050.0,0.0,0.0,0,
E00B9400003,infor us,COMP,2018-10-03,177411.0,177411.0,0.0,0.0,0,
060B8400002,infosec institute,DIT,2018-06-20,177000.0,177000.0,0.0,0.0,0,
Q00B8400079,infor,PS,2019-01-02,175819.0,175819.0,0.0,0.0,0,
E00B2600002,fairfax imaging,COMP,2021-10-06,173357.0,173357.0,0.0,0.0,0,
R00P2600704,overdrive marketplace,EDUC,2022-05-11,170000.0,170000.0,0.0,0.0,0,
J05B1600007,nec of america,DOT/MTA,2020-12-16,165794.0,165794.0,0.0,0.0,0,
M00B6400462,american association on intellectual and developmental disabilities,HMH/DDA,2016-02-24,163027.0,163027.0,0.0,0.0,0,
W00P2601044,applied technology services,MSP,2022-09-14,160104.0,160104.0,0.0,0.0,0,
Q00P7402951,dataworks plus,PS,2016-11-16,160095.0,160095.0,0.0,0.0,0,
M00B6400564,health care incentives improvement institute,HMH,2016-04-27,146518.0,146518.0,0.0,0.0,0,
R62B8400003,interclypse,MHEC,2018-08-22,146398.0,146398.0,0.0,0.0,0,
S00B7400019,nortridge software,HCD,2017-01-04,145000.0,145000.0,0.0,0.0,0,
N00P2600048,shi international,DOHR,2021-10-20,139339.0,139339.0,0.0,0.0,0,
W00P2601045,applied technology services,MSP,2022-09-14,138218.0,138218.0,0.0,0.0,0,
J05B9400011,xenatech software integration services,DOT/MTA,2019-01-23,137271.0,137271.0,0.0,0.0,0,
060B0600007,clear impact,GOVOFCCP,2020-04-22,134226.0,134226.0,0.0,0.0,0,
060B6400044,results leadership group,EXEC,2016-06-08,134225.0,134225.0,0.0,0.0,0,
060B7400093,clear impact,OCYF,2017-07-26,134225.0,134225.0,0.0,0.0,0,
F50B6400022,equinix,DIT,2016-04-06,133178.0,133178.0,0.0,0.0,0,
060B9400148,at and t,DIT,2019-06-05,132473.0,132473.0,0.0,0.0,0,
Q00B0600051,computer projects of illinois,PS,2020-09-23,130000.0,130000.0,0.0,0.0,0,
J01B9400043,maryland control technologies,DOT/MdTA,2019-06-05,128084.0,128084.0,0.0,0.0,0,
E00B2600005,sas institute,COMP,2021-09-15,123623.0,123623.0,0.0,0.0,0,
P00B7400001,appriss,DLLR,2016-08-17,116000.0,116000.0,0.0,0.0,0,
MAP6708632,american association of airport executives,DOT/MAA,2017-05-24,109300.0,109300.0,0.0,0.0,0,
Q00B2600018,jdi ventures dba peak performance solutions,PS/IT&CD,2022-04-27,108570.0,108570.0,0.0,0.0,0,
J05B6400018,alstom transportation,DOT/MTA,2016-05-11,103222.0,103222.0,0.0,0.0,0,
F10B3600014,shi international,DBM,2022-10-12,100887.0,100887.0,0.0,0.0,0,
603P6400030,fiber plus,PS,2016-09-21,98000.0,98000.0,0.0,0.0,0,
D80P5400085,crownpeak technology,MIA,2016-03-23,90000.0,90000.0,0.0,0.0,0,
S00B1600102,happy software an mri software,HCD,2021-07-07,88366.0,88366.0,0.0,0.0,0,
W00P2601048,applied technology services,MSP,2022-09-14,86574.0,86574.0,0.0,0.0,0,
J01B0600045,infor us,DOT,2020-05-20,86492.0,86492.0,0.0,0.0,0,
Q00P6407465,applied technology services,PS,2016-09-21,86265.0,86265.0,0.0,0.0,0,
Q00B8400120,idemia identity and security usa,PS/IT&CD,2018-06-20,82411.0,82411.0,0.0,0.0,0,
M00B4400452,center to promote healthcare access,HMH,2017-05-24,78000.0,78000.0,0.0,0.0,0,
E50B9400063,marshall and swift a subsidiary of core logic,DAAT,2019-07-24,75122.0,75122.0,0.0,0.0,0,
P00B8400022,comcast business communications,DLLR,2017-11-15,73683.0,73683.0,0.0,0.0,0,
MAP6808730,american association of airport executives,DOT/MAA,2018-06-20,72000.0,72000.0,0.0,0.0,0,
F50B7400004,sk net,DBM,2016-08-17,71318.0,71318.0,0.0,0.0,0,
F50B7400003,sk net,DBM,2016-08-17,68952.0,68952.0,0.0,0.0,0,
D80P4400256,crownpeak technology,MIA,2016-10-19,63455.0,63455.0,0.0,0.0,0,
W00P2601062,applied technology services,MSP,2022-09-14,58464.0,58464.0,0.0,0.0,0,
F50P26000430,gartner consulting,DIT,2022-12-07,49920.0,49920.0,0.0,0.0,0,
R95B7400003,sirsi,BCCC,2016-11-02,48978.0,48978.0,0.0,0.0,0,
R00B6400007,microscribe publishing,EDUC,2016-04-06,43000.0,43000.0,0.0,0.0,0,
060B8400036,sada systems,DIT,2018-04-18,30000.0,30000.0,0.0,0.0,0,
N00P2600552,blackwood associates,DOHR/OTHS,2022-04-27,23835.0,23835.0,0.0,0.0,0,
J04B9400035,questionmark,DOT/MVA,2019-03-20,7871.0,7871.0,0.0,0.0,0,
Q00P7403090,datamaxx applied technologies,PS,2017-01-04,6270.0,6270.0,0.0,0.0,0,
